di_name,pplace,disabled_code,AccessDetails,suburb,Address,FormatAddress,SortId,Longitude,Latitude
Schubert,One Tree Hill,A,,ONE TREE HILL,One Tree Hill Institute,"1009 Blacktop Rd, ONE TREE HILL",,138.7654983,-34.71860765
Schubert,Paracombe,A,,PARACOMBE,Paracombe Hall,"383 Paracombe Rd, PARACOMBE",,138.7833239,-34.84840723
Schubert,Sandy Creek,A,,COCKATOO VALLEY,Sandy Creek Primary School,"31 Davies Rd, COCKATOO VALLEY",,138.829924,-34.609807
Schubert,Springton,A,,SPRINGTON,Springton Hall,"4 Graetz Tce, SPRINGTON",,139.0901328,-34.70675094
Schubert,Stockwell,A,,STOCKWELL,Stockwell Hall,"4 Duck Ponds Rd, STOCKWELL",,139.053506,-34.434907
Schubert,Tanunda,F,,TANUNDA,Tanunda Primary School Hall,"25 Research Rd, TANUNDA",,138.98,-34.5181
Schubert,Truro,A,,TRURO,Truro Town Hall,"36 Moorundie St, TRURO",,139.127,-34.4087
Schubert,Williamstown,A,,WILLIAMSTOWN,Williamstown Primary School Gym,"Queen St, WILLIAMSTOWN",,138.8899541,-34.6683173
Stuart,Booleroo Centre,A,,BOOLEROO CENTRE,Booleroo Centre District Hall,"33 Stephens St, BOOLEROO CENTRE",,138.350764,-32.881545
Stuart,Crystal Brook,A,,CRYSTAL BROOK,Crystal Brook Primary School,"7 Mitchell St, CRYSTAL BROOK",,138.212829,-33.352862
Stuart,Georgetown,A,,GEORGETOWN,Georgetown Memorial Hall,"3 Pitts St, GEORGETOWN",,138.392383,-33.359869
Stuart,Gladstone,A,,GLADSTONE,Gladstone District Hall,"14 Fifth St, GLADSTONE",,138.355568,-33.267515
Stuart,Laura,A,via Hughes St,LAURA,Laura Civic Centre,"Cnr Hughes St & West Tce, LAURA",,138.299305,-33.185678
Stuart,Leigh Creek,A,,LEIGH CREEK,Leigh Creek Area School,"Cnr Black Oak Dr & Moonah St, LEIGH CREEK",,138.400942,-30.592712
Stuart,Melrose,A,,MELROSE,Melrose Primary School,"29 Stuart St, MELROSE",,138.188,-32.824
Stuart,Napperby,A,Resource Centre,NAPPERBY,Napperby Primary School,"Oaks Rd, NAPPERBY",,138.11361,-33.15288
Stuart,Orroroo,A,,ORROROO,Orroroo Town Hall,"17 Second St, ORROROO",,138.613198,-32.733725
Stuart,Peterborough,A,,PETERBOROUGH,Peterborough Town Hall,"108 Main St, PETERBOROUGH",,138.838,-32.9735
Stuart,Port Augusta,A,,PORT AUGUSTA,,"68 Commercial Rd, PORT AUGUSTA",,137.763359,-32.492682
Stuart,Port Augusta Central,A,,PORT AUGUSTA,TAFE SA (Port Augusta),"9-39 Carlton Pde, PORT AUGUSTA",,137.7722,-32.49441
Stuart,Port Germein,A,,PORT GERMEIN,Port Germein & Districts Hall,"9 Cottage Rd, PORT GERMEIN",,138.001331,-33.017352
Stuart,Port Pirie,A,,PORT PIRIE,John Pirie Secondary School,"Mary Elie St, PORT PIRIE",,138.0095008,-33.18186369
Stuart,Port Pirie South,A,,PORT PIRIE,Risdon Park Primary School,"28 Kingston Rd, PORT PIRIE",,138.008,-33.2033
Stuart,Risdon Park,A,,RISDON PARK,Lighthouse Port Pirie Uniting Church,"390 The Terrace, RISDON PARK",,138.003605,-33.198045
Stuart,Risdon Park South,A,,RISDON PARK SOUTH,Risdon Park South Baptist Church,"44 Hannan St, RISDON PARK SOUTH",,137.992479,-33.206969
Stuart,Solomontown,A,,SOLOMONTOWN,Solomontown Primary School,"79 Three Chain Rd, SOLOMONTOWN",,138.019216,-33.189663
Stuart,Stirling North,A,,STIRLING NORTH,Stirling North Primary School,"2-20 Beckman St, STIRLING NORTH",,137.837,-32.5131
Stuart,Willsden,F,Activity Room,PORT AUGUSTA,Willsden Primary School,"70-80 Elizabeth Tce, PORT AUGUSTA",,137.77948,-32.506375
Stuart,Wilmington,F,,WILMINGTON,Wilmington CWA Rooms,"22 Horrocks Hwy, WILMINGTON",,138.099535,-32.651739
Stuart,Wirrabara,A,,WIRRABARA,Wirrabara Institute Hall ,"35 High St, WIRRABARA",,138.268272,-33.032823
Taylor,Andrews Farm,A,,ANDREWS FARM,St Columba College,"42 President Ave, ANDREWS FARM",,138.666405,-34.672219
Taylor,Angle Vale,A,,ANGLE VALE,Angle Vale Primary School,"Heaslip Rd, ANGLE VALE",,138.64697,-34.64345
Taylor,Davoren Park,A,,DAVOREN PARK,Swallowcliffe School P-6,"18 Swallowcliffe Rd, DAVOREN PARK",,138.663,-34.6971
Taylor,Elizabeth North,F,Gymnasium via Amport St,ELIZABETH NORTH,Elizabeth North Primary School,"141 Woodford Rd, ELIZABETH NORTH",,138.6746,-34.70362
Taylor,Munno Para,F,,MUNNO PARA,Mark Oliphant College,"99 Douglas Dr, MUNNO PARA",,138.685501,-34.66549
Taylor,Smithfield,A,,SMITHFIELD,Smithfield Sports & Social Club,"1 Anderson Walk, SMITHFIELD",,138.6913726,-34.6834756
Taylor,Smithfield Plains,A,,SMITHFIELD PLAINS,John Hartley School B-6,"199 Peachey Rd, SMITHFIELD PLAINS",,138.673034,-34.680429
Taylor,Virginia,A,,VIRGINIA,Virginia Community Centre,"Old Port Wakefield Rd, VIRGINIA",,138.557,-34.6651
Torrens,Gilles Plains,F,,GILLES PLAINS,Wandana Primary School,"2-12 Cowra Ave, GILLES PLAINS",,138.662,-34.8494
Torrens,Hampstead Gardens,A,via Falcon Ave,HAMPSTEAD GARDENS,Church of Christ Hampstead Gardens,"28 Gambia Ave, HAMPSTEAD GARDENS",,138.625872,-34.873251
Torrens,Hillcrest,A,,HILLCREST,North East Community Centre,"17-31 Queensborough Ave, HILLCREST",,138.638602,-34.865556
Torrens,Holden Hill,A,via Lyons Rd,HOLDEN HILL,Kildare College,"96-98 Valiant Rd, HOLDEN HILL",,138.671,-34.8566
Torrens,Klemzig,F,,KLEMZIG,Klemzig Primary School,"2 Hay St, KLEMZIG",,138.637,-34.8767
Torrens,Modbury,F,,MODBURY,Modbury West School,"450-474 Wright Rd, MODBURY",,138.677757,-34.833554
Torrens,Oakden,A,,OAKDEN,Salvation Army Oakden,"166 Fosters Rd, OAKDEN",,138.636487,-34.8576
Torrens,Para Vista,A,,PARA VISTA,Valley View Secondary School,"240 Wright Rd, PARA VISTA",,138.656864,-34.834909
Torrens,Vale Park,A,,VALE PARK,Vale Park Primary School,"40-56 Ascot Ave, VALE PARK",,138.62594,-34.88542
Torrens,Windsor Gardens East,A,,WINDSOR GARDENS,Avenues College B-12,"20-28 McKay Ave, WINDSOR GARDENS",,138.658,-34.8621
Torrens,Windsor Gardens West,A,,WINDSOR GARDENS,St Pius X School,"8 Windsor Gr, WINDSOR GARDENS",,138.643,-34.8686
Unley,Clarence Park,F,,CLARENCE PARK,Church of the Trinity,"318 Goodwood Rd, CLARENCE PARK",,138.59,-34.9643
Unley,Fullarton,F,,FULLARTON,Fullarton Park Community Centre,"411 Fullarton Rd, FULLARTON",,138.6250275,-34.95783925
Unley,Glenunga,A,Gymnasium via Conyngham St,GLENUNGA,Glenunga International High School,"99 L'Estrange St, GLENUNGA",,138.635693,-34.949223
Unley,Goodwood,A,,GOODWOOD,Goodwood Primary School,"140 Goodwood Rd, GOODWOOD",,138.589,-34.9515
Unley,Hawthorn,A,,HAWTHORN,Hawthorn Church of Christ,"42 Angas Rd, HAWTHORN",,138.6,-34.9737
Unley,Kingswood,F,,KINGSWOOD,Mitcham Girls High School,"Kyre Ave, KINGSWOOD",,138.610396,-34.96937543
Unley,Millswood,A,via Angas St,GOODWOOD,St Thomas School and Pre School,"10 Rushton St, GOODWOOD",,138.5911021,-34.95385853
Unley,Mitcham,F,,MITCHAM,Mitcham Village Uniting Church Hall,"103a Princes Rd, MITCHAM",,138.619666,-34.976836
Unley,Myrtle Bank,A,,MYRTLE BANK,Fullarton Scout Hall,"1A Culross Ave, MYRTLE BANK",,138.62902,-34.958022
Unley,Netherby,F,"Gym via Gate C, Cross Rd",NETHERBY,Urrbrae Agricultural High School,"505 Fullarton Rd, NETHERBY",,138.626182,-34.966249
Unley,Parkside,F,Gymnasium via Young St,PARKSIDE,Parkside Primary School,"12 Robsart St, PARKSIDE",,138.62,-34.9446
Unley,Unley,A,,UNLEY,Unley Town Hall,"181 Unley Rd, UNLEY",,138.608,-34.9508
Unley,Unley Park,A,,UNLEY PARK,Unley Park Baptist Church,"1A Northgate St, UNLEY PARK",,138.6069378,-34.9603357
Unley,Unley South,A,Gym via Rugby St,MALVERN,Unley Primary School,"222 Wattle St, MALVERN",,138.609,-34.9544
Unley,Wayville,A,,WAYVILLE,Healinglife Church ,"26 Clark St, WAYVILLE",,138.596145,-34.944973
Waite,Belair,A,,BELAIR,St John's Grammar School,"29-43 Gloucester Ave, BELAIR",,138.6202762,-35.00091812
Waite,Bellevue Heights,A,,BELLEVUE HEIGHTS,Bellevue Heights Primary School,"7-19 Vaucluse Cres, BELLEVUE HEIGHTS",,138.588774,-35.0291846
Waite,Blackwood,A,,BLACKWOOD,Blackwood Hills Baptist Church,"72 Coromandel Pde, BLACKWOOD",,138.62,-35.0294
Waite,Blackwood Central,A,,BLACKWOOD,Blackwood Church of Christ Hall,"367 Shepherds Hill Rd, BLACKWOOD",,138.615,-35.0209
Waite,Clapham,A,,CLAPHAM,Clapham Primary School,"48 Barretts Rd, CLAPHAM",,138.604224,-34.993877
Waite,Colonel Light Gardens South,A,,COLONEL LIGHT GARDENS,Colonel Light Gardens Primary School,"Windsor Ave, COLONEL LIGHT GARDENS",,138.596256,-34.98722
Waite,Coromandel Valley,A,,COROMANDEL VALLEY,Coromandel Valley Primary School,"339 Main Rd, COROMANDEL VALLEY",,138.62523,-35.033158
Waite,Eden Hills,A,,EDEN HILLS,Blackwood Primary School,"4 Seymour St, EDEN HILLS",,138.607004,-35.025151
Waite,Flagstaff Hill East,F,,FLAGSTAFF HILL,Craigburn Primary School,"15 Murrays Hill Rd, FLAGSTAFF HILL",,138.616,-35.0569
Waite,Hawthorn,A,,HAWTHORN,Hawthorn Church of Christ,"42 Angas Rd, HAWTHORN",,138.6,-34.9737
Waite,Hawthorndene,A,,HAWTHORNDENE,Hawthorndene Primary School,"Suffolk Rd, HAWTHORNDENE",,138.636,-35.0203
Waite,Kingswood,F,,KINGSWOOD,Mitcham Girls High School,"Kyre Ave, KINGSWOOD",,138.610396,-34.96937543
Waite,Mitcham,F,,MITCHAM,Mitcham Village Uniting Church Hall,"103a Princes Rd, MITCHAM",,138.619666,-34.976836
West Torrens,Allenby Gardens,F,,ALLENBY GARDENS,Allenby Gardens Primary School,"33 Barham St, ALLENBY GARDENS",,138.554784,-34.901685
West Torrens,Brooklyn Park,F,,BROOKLYN PARK,Uniting College for Leadership and Theology,"312 Sir Donald Bradman Dr, BROOKLYN PARK",,138.548,-34.9307
West Torrens,Brooklyn Park North,F,,BROOKLYN PARK,Brooklyn Park Church of Christ,"3 Allen Ave, BROOKLYN PARK",,138.54852,-34.925541
West Torrens,Brooklyn Park West,F,,BROOKLYN PARK,Lockleys Primary School,"29 Elston St, BROOKLYN PARK",,138.535,-34.9302
West Torrens,Cowandilla,A,,COWANDILLA,Cowandilla Primary School,"21 Jenkins St, COWANDILLA",,138.559349,-34.934191
West Torrens,Flinders Park,A,,FLINDERS PARK,Flinders Park Primary School,"70 Holbrooks Rd, FLINDERS PARK",,138.5479007,-34.911378
West Torrens,Lockleys North,F,,LOCKLEYS,Lockleys North Primary School,"55 Malurus Ave, LOCKLEYS",,138.53797,-34.91979
West Torrens,Mile End,A,,MILE END,St George College,"73-75 Rose St, MILE END",,138.570789,-34.922585
West Torrens,Richmond,A,,RICHMOND,Tenison Woods Catholic School,"68 Brooker Tce, RICHMOND",,138.562,-34.9399
West Torrens,Torrensville,A,,TORRENSVILLE,Thebarton Senior College,"40 Ashley St, TORRENSVILLE",,138.562538,-34.917891
West Torrens,West Hindmarsh,F,,WEST HINDMARSH,St Joseph's School,"56 Albemarle St, WEST HINDMARSH",,138.563,-34.9038
Wright,Golden Grove Central,A,,GOLDEN GROVE,Golden Grove High School,"1 Adey Pl, GOLDEN GROVE",,138.69623,-34.79381
Wright,Gulfview Heights,A,,GULFVIEW HEIGHTS,Gulfview Heights Primary School,"39 Kiekebusch Rd, GULFVIEW HEIGHTS",,138.66827,-34.79236
Wright,Modbury Heights,A,,MODBURY HEIGHTS,The Heights School,"21-51 Brunel Dr, MODBURY HEIGHTS",,138.682,-34.8111
Wright,Modbury North,A,,MODBURY NORTH,Burragah Recreation centre,"140 Kelly Rd, MODBURY NORTH",,138.6743247,-34.82519114
Wright,Para Hills East,A,,PARA HILLS,East Para Primary School,"12 Caroona Ave, PARA HILLS",,138.666963,-34.817596
Wright,Redwood Park,A,,REDWOOD PARK,Redwood Park Primary,"2 Lokan St, REDWOOD PARK",,138.701999,-34.814693
Wright,Ridgehaven,A,,RIDGEHAVEN,Ridgehaven Primary School,"479 Milne Rd, RIDGEHAVEN",,138.710634,-34.817075
Wright,Salisbury East,F,,SALISBURY EAST,Madison Park School,"19-23 Lincoln Ave, SALISBURY EAST",,138.663,-34.7847
Wright,Salisbury East South,A,,SALISBURY EAST,Keller Road Primary School,"23-33 Melville Rd, SALISBURY EAST",,138.656996,-34.791771
Wright,Surrey Downs,A,,SURREY DOWNS,Surrey Downs Primary School,"16-24 Vine St, SURREY DOWNS",,138.713,-34.7998
Wright,Wynn Vale,A,,WYNN VALE,Wynn Vale R-7 School,"17-19 Sunnybrook Dr, WYNN VALE",,138.688,-34.8006
Wright,Wynn Vale West,F,,WYNN VALE,Keithcot Farm Children's Centre,"5 Keithcot Farm Dr, WYNN VALE",,138.676775,-34.800121
