polling_place_name,lon,division,booth_info,premises,opening_hours,has_bbq,address,source,state,lat,has_nothing,has_caek,extra_info,polling_place_type,has_run_out,has_other,stall_name,stall_description,stall_website,first_report,latest_report
Lyrup,140.6465667,Chaffey, ;  Assisted Wheelchair Access,Lyrup Community Hall,,FALSE,Wilson Pde LYRUP SA,,SA,-34.2551038,FALSE,FALSE,,,,,,,,,
Maitland,137.6743503,Goyder, ;  Full Wheelchair Access,Maitland Area School,,FALSE,Cnr Pioneer & Junction Rds MAITLAND SA,,SA,-34.3695778,FALSE,FALSE,,,,,,,,,
Magill,138.6794766,Hartley, ;  Full Wheelchair Access,Magill Primary School,,FALSE,Adelaide St MAGILL SA,,SA,-34.9142033,FALSE,FALSE,,,,,,,,,
Wynn Vale West,138.677139,Wright, ;  No Wheelchair Access,Keithcot Farm Children's Centre,,FALSE,5 Keithcot Farm Dr WYNN VALE SA,,SA,-34.799999,FALSE,FALSE,,,,,,,,,
Marion,138.5544134,Elder, ;  Full Wheelchair Access,Marion Primary School,,FALSE,Malcolm Ave MARION SA,,SA,-35.0045545,FALSE,FALSE,,,,,,,,,
Marino,138.518107,Bright, ;  Full Wheelchair Access,Marino Community Hall,,FALSE,44 Newland Ave MARINO SA,,SA,-35.042704,FALSE,FALSE,,,,,,,,,
Windsor Gardens East,138.6568063,Torrens, ;  No Wheelchair Access,Windsor Gardens Vocational College,,FALSE,McKay Ave WINDSOR GARDENS SA,,SA,-34.8610728,FALSE,FALSE,,,,,,,,,
Wilmington,138.1267754,Stuart, ;  Assisted Wheelchair Access,Wilmington Kindergarten,,FALSE,Main North Rd WILMINGTON SA,,SA,-32.687064,FALSE,FALSE,,,,,,,,,
Whyalla Stuart South,137.5284272,Giles,Enter via Toal St or McRitchie Cres;  Assisted Wheelchair Access,Samaritan College - Our Lady Help of Christians,,FALSE,10 Toal St WHYALLA STUART SA,,SA,-33.0242855,FALSE,FALSE,,,,,,,,,
Whyalla Norrie South,137.5320921,Giles,"Car Park off Eyre Ave, in school Gym;  Assisted Wheelchair Access",Long St Primary School,,FALSE,Cnr Eyre Ave & Long St WHYALLA NORRIE SA,,SA,-33.0378495,FALSE,FALSE,,,,,,,,,
Willalooka,140.3528383,MacKillop, ;  Full Wheelchair Access,Willalooka Hall,,FALSE,Riddoch Hwy WILLALOOKA SA,,SA,-36.3589047,FALSE,FALSE,,,,,,,,,
Whyalla Stuart West,137.5181812,Giles,Enter from back of school.;  Assisted Wheelchair Access,Stuart High School,,FALSE,Cnr Bastyan Cres & Bailey St WHYALLA STUART SA,,SA,-33.0164548,FALSE,FALSE,,,,,,,,,
Williamstown,138.8910631,Schubert, ;  Full Wheelchair Access,Williamstown Primary School,,FALSE,Margaret Street WILLIAMSTOWN SA,,SA,-34.6674293,FALSE,FALSE,,,,,,,,,
Willaston,138.7373565,Light, ;  Full Wheelchair Access,1st Gawler Scout Hall,,FALSE,Holmes Street WILLASTON SA,,SA,-34.5891918,FALSE,FALSE,,,,,,,,,
Willunga,138.5534683,Mawson, ;  Full Wheelchair Access,Willunga Show Hall,,FALSE,Main Rd WILLUNGA SA,,SA,-35.2610453,FALSE,FALSE,,,,,,,,,
Willsden,137.7787806,Stuart,Activity room;  Assisted Wheelchair Access,Willsden Primary School,,FALSE,Cnr Elizabeth Tce & Roberts Cres PORT AUGUSTA SA,,SA,-32.5068584,FALSE,FALSE,,,,,,,,,
Tailem Bend,139.454778,Hammond, ;  Assisted Wheelchair Access,Tailem Bend Town Hall,,FALSE,95 Railway Tce TAILEM BEND SA,,SA,-35.254858,FALSE,FALSE,,,,,,,,,
Crafers,138.71283,Heysen, ;  Assisted Wheelchair Access,Crafers Primary School,,FALSE,55 Piccadilly Rd CRAFERS SA,,SA,-34.993392,FALSE,FALSE,,,,,,,,,
Christies Beach,138.47913,Kaurna,enter off Price Street;  Full Wheelchair Access,Christies Beach Primary School,,FALSE,46 Maturin Ave CHRISTIES BEACH SA,,SA,-35.137963,FALSE,FALSE,,,,,,,,,
Ferryden Park,138.5588559,Croydon,via Stuart Street;  Full Wheelchair Access,St Pauls Lutheran Church,,FALSE,Cnr Stuart & Parker Sts FERRYDEN PARK SA,,SA,-34.8628519,FALSE,FALSE,,,,,,,,,
Elizabeth North,138.6756238,Napier,Wheelchair access from Amport St;  Full Wheelchair Access,Elizabeth North Primary School,,FALSE,141 Woodford Rd ELIZABETH NORTH SA,,SA,-34.7030062,FALSE,FALSE,,,,,,,,,
Edwardstown,138.5644327,Ashford, ;  Full Wheelchair Access,Edwardstown Community Church,,FALSE,Cnr De Laine Ave & Towers Tce EDWARDSTOWN SA,,SA,-34.9743441,FALSE,FALSE,,,,,,,,,
Daw Park,138.5918388,Waite, ;  Full Wheelchair Access,Colonel Light Gardens Uniting Church Hall,,FALSE,560 Goodwood Rd DAW PARK SA,,SA,-34.9808784,FALSE,FALSE,,,,,,,,,
Stockwell,139.0677884,Schubert, ;  Assisted Wheelchair Access,Stockwell Hall,,FALSE,Duckponds Rd STOCKWELL SA,,SA,-34.4363825,FALSE,FALSE,,,,,,,,,
Strathalbyn,138.8934688,Heysen, ;  Full Wheelchair Access,Strathalbyn Town Hall,,TRUE,High Street STRATHALBYN SA,,SA,-35.2560505,FALSE,FALSE,,,,,,,,,
Streaky Bay,134.2113536,Flinders, ;  Assisted Wheelchair Access,Streaky Bay RSL Hall,,FALSE,Cnr Flinders Hwy & Montgomerie Tce STREAKY BAY SA,,SA,-32.7984074,FALSE,FALSE,,,,,,,,,
Sturt,138.551627,Mitchell, ;  Full Wheelchair Access,Marion Council Chambers,,FALSE,245 Sturt Road STURT SA,,SA,-35.01809,FALSE,FALSE,,,,,,,,,
Summertown,138.7276829,Bragg, ;  Assisted Wheelchair Access,Summertown Uniting Church Hall,,FALSE,Cnr Greenhill & Bonython Rds SUMMERTOWN SA,,SA,-34.9584485,FALSE,FALSE,,,,,,,,,
Surrey Downs,138.7139371,Newland, ;  Full Wheelchair Access,Surrey Downs Primary School,,FALSE,Vine St SURREY DOWNS SA,,SA,-34.7995189,FALSE,FALSE,,,,,,,,,
Suttontown,140.7592156,Mount Gambier, ;  Full Wheelchair Access,Suttontown Primary School,,FALSE,Pine Hall Ave SUTTONTOWN SA,,SA,-37.793154,FALSE,FALSE,,,,,,,,,
Swan Reach,139.602323,Chaffey, ;  Assisted Wheelchair Access,Swan Reach Area School,,FALSE,Showgrounds Rd SWAN REACH SA,,SA,-34.5723155,FALSE,FALSE,,,,,,,,,
Harrogate,139.0116717,Kavel, ;  Assisted Wheelchair Access,Harrogate Soldiers Memorial Hall,,FALSE,13 Mail Rd HARROGATE SA,,SA,-34.9500965,FALSE,FALSE,,,,,,,,,
Hardwicke Bay,137.459738,Goyder, ;  Full Wheelchair Access,Hardwicke Bay Community Centre,,FALSE,5 Progress Rd HARDWICKE BAY SA,,SA,-34.8929485,FALSE,FALSE,,,,,,,,,
Happy Valley West,138.553602,Fisher, ;  Full Wheelchair Access,Braeview Primary School,,FALSE,1a Montana Dr HAPPY VALLEY SA,,SA,-35.081621,FALSE,FALSE,,,,,,,,,
Happy Valley,138.5844476,Fisher, ;  Full Wheelchair Access,Happy Valley Primary School,,FALSE,18 Education Rd HAPPY VALLEY SA,,SA,-35.0870983,FALSE,FALSE,,,,,,,,,
Hamley Bridge,138.6815701,Goyder, ;  Full Wheelchair Access,SA Ambulance Service Centre,,FALSE,Light St HAMLEY BRIDGE SA,,SA,-34.356815,FALSE,FALSE,,,,,,,,,
Hallett Cove South,138.5047809,Bright, ;  Full Wheelchair Access,Hallett Cove South Primary School,,FALSE,Livonia St HALLETT COVE SA,,SA,-35.0838183,FALSE,FALSE,,,,,,,,,
Hallett Cove East,138.5169364,Bright, ;  Full Wheelchair Access,Hallett Cove East Primary School,,FALSE,Quailo Ave HALLETT COVE SA,,SA,-35.0729953,FALSE,FALSE,,,,,,,,,
Hallett Cove,138.5155166,Bright, ;  Full Wheelchair Access,Hallett Cove School,,FALSE,2 Gledsdale Rd HALLETT COVE SA,,SA,-35.0768071,TRUE,FALSE,,,,,,,,,
Hallett,138.8927757,Stuart, ;  Assisted Wheelchair Access,Hallett Institute Hall,,FALSE,Alfred St HALLETT SA,,SA,-33.4117162,FALSE,FALSE,,,,,,,,,
Hahndorf,138.811229,Heysen, ;  Full Wheelchair Access,St Michael's Lutheran Church,,FALSE,3 Balhannah Road HAHNDORF SA,,SA,-35.027578,FALSE,FALSE,,,,,,,,,
Para Hills East,138.665971,Florey, ;  Assisted Wheelchair Access,East Para Primary School,,FALSE,12 Caroona Ave PARA HILLS SA,,SA,-34.817768,FALSE,FALSE,,,,,,,,,
Para Vista,138.657208,Florey, ;  No Wheelchair Access,Valley View Secondary School,,FALSE,240 Wright Rd PARA VISTA SA,,SA,-34.834205,FALSE,FALSE,,,,,,,,,
Old Reynella,138.5365811,Reynell, ;  Full Wheelchair Access,Reynella Primary School,,FALSE,55-63 Concord Dr OLD REYNELLA SA,,SA,-35.1001313,FALSE,FALSE,,,,,,,,,
Hawthorndene,138.640212,Davenport, ;  Full Wheelchair Access,Hawthorndene Primary School,,FALSE,Suffolk Rd HAWTHORNDENE SA,,SA,-35.019731,FALSE,FALSE,,,,,,,,,
Hectorville,138.666662,Hartley, ;  Full Wheelchair Access,East Torrens Primary School,,FALSE,12 Robson Rd HECTORVILLE SA,,SA,-34.890069,FALSE,FALSE,,,,,,,,,
Hawthorn,138.601079,Waite, ;  Full Wheelchair Access,Hawthorn Church of Christ,,FALSE,42 Angas Rd HAWTHORN SA,,SA,-34.972999,FALSE,FALSE,,,,,,,,,
Henley Beach South,138.499142,Colton,access from Burford Road;  Full Wheelchair Access,Henley Beach Primary School,,FALSE,38 Hazel Tce HENLEY BEACH SOUTH SA,,SA,-34.929818,FALSE,FALSE,,,,,,,,,
Hewett,138.7501012,Light, ;  Full Wheelchair Access,Hewett Centre,,FALSE,28-30 Kingfisher Drive Hewett SA,,SA,-34.5772652,FALSE,FALSE,,,,,,,,,
Hectorville South,138.6624187,Hartley, ;  Assisted Wheelchair Access,Tranmere Sea Scouts,,FALSE,17 Moore Street TRANMERE SA,,SA,-34.9071358,FALSE,FALSE,,,,,,,,,
Henley Beach,138.495319,Colton, ;  Full Wheelchair Access,Henley Fulham Uniting Church,,FALSE,214 Military Rd HENLEY BEACH SA,,SA,-34.917852,FALSE,FALSE,,,,,,,,,
Oaklands Park,138.542125,Elder, ;  Assisted Wheelchair Access,St Elizabeth Of Hungary Anglican Church,,FALSE,12 Dwyer Rd OAKLANDS PARK SA,,SA,-35.010865,FALSE,FALSE,,,,,,,,,
Hillbank,138.68193,Little Para, ;  Full Wheelchair Access,Canterbury Close,,FALSE,37 Blamey Rd ELIZABETH EAST SA,,SA,-34.731803,FALSE,FALSE,,,,,,,,,
Hillcrest,138.6378783,Torrens, ;  Assisted Wheelchair Access,Hillcrest Primary School,,FALSE,Condamine St HILLCREST SA,,SA,-34.8665869,FALSE,FALSE,,,,,,,,,
Parafield Gardens,138.6174747,Ramsay,enter via Blackie Street;  Full Wheelchair Access,Karrendi Primary School,,FALSE,Bradman Rd PARAFIELD GARDENS SA,,SA,-34.7943019,FALSE,FALSE,,,,,,,,,
Old Noarlunga,138.5011079,Kaurna,enter from Patapinda Rd;  Assisted Wheelchair Access,Old Noarlunga Primary School,,FALSE,Malpas St OLD NOARLUNGA SA,,SA,-35.1833542,FALSE,FALSE,,,,,,,,,
Newton,138.674578,Hartley, ;  Full Wheelchair Access,St Francis of Assisi School,,FALSE,57 Newton Road NEWTON SA,,SA,-34.882453,FALSE,FALSE,,,,,,,,,
North Brighton West,138.5220011,Morphett, ;  Full Wheelchair Access,Brighton High School,,FALSE,303 Brighton Rd NORTH BRIGHTON SA,,SA,-35.0051895,FALSE,FALSE,,,,,,,,,
Aldinga Beach West,138.4551645,Kaurna, ;  Full Wheelchair Access,Aldinga Community Centre (Symonds Reserve Hall),,FALSE,Stewart Ave ALDINGA BEACH SA,,SA,-35.2729161,FALSE,FALSE,,,,,,,,,
Aldinga Beach,138.4573237,Kaurna, ;  Full Wheelchair Access,Aldinga Beach R-7 School,,FALSE,Quinliven Rd ALDINGA BEACH SA,,SA,-35.2685861,TRUE,FALSE,,,,,,,,,
Allenby Gardens,138.5541168,Croydon, ;  Full Wheelchair Access,Allenby Gardens Primary School,,FALSE,Barham St ALLENBY GARDENS SA,,SA,-34.9013794,FALSE,FALSE,,,,,,,,,
Andamooka,137.1658968,Giles, ;  Assisted Wheelchair Access,Andamooka Hall,,FALSE,38 Government Rd ANDAMOOKA SA,,SA,-30.4503276,FALSE,FALSE,,,,,,,,,
American River,137.7717201,Finniss, ;  Full Wheelchair Access,American River Medical Centre,,FALSE,Tangara Dr AMERICAN RIVER SA,,SA,-35.7842367,FALSE,FALSE,,,,,,,,,
Ardrossan,137.916833,Goyder, ;  Full Wheelchair Access,Ardrossan Area School,,FALSE,14 Second St ARDROSSAN SA,,SA,-34.4232321,FALSE,FALSE,,,,,,,,,
Angaston,139.0426381,Schubert,Annexe;  Assisted Wheelchair Access,Angaston Institute,,FALSE,Washington St ANGASTON SA,,SA,-34.5059378,FALSE,FALSE,,,,,,,,,
Arthurton,137.756937,Goyder, ;  Full Wheelchair Access,Arthurton Town Hall,,FALSE,14 Main St ARTHURTON SA,,SA,-34.259493,FALSE,FALSE,,,,,,,,,
Arno Bay,136.56781,Flinders, ;  Assisted Wheelchair Access,Arno Bay Memorial Hall,,FALSE,21-23 Tel El Kebir Tce ARNO BAY SA,,SA,-33.910691,FALSE,FALSE,,,,,,,,,
Parafield Gardens Central,138.616056,Port Adelaide, ;  Assisted Wheelchair Access,Parafield Gardens R-7 School,,FALSE,23 Shepherdson Rd PARAFIELD GARDENS SA,,SA,-34.785564,FALSE,FALSE,,,,,,,,,
Callington,139.0390724,Kavel, ;  Assisted Wheelchair Access,Callington Primary School,,FALSE,North Terrace CALLINGTON SA,,SA,-35.1146695,FALSE,FALSE,,,,,,,,,
Cambrai,139.2817004,Schubert, ;  Assisted Wheelchair Access,Cambrai Area School,,FALSE,Main Rd CAMBRAI SA,,SA,-34.652707,FALSE,FALSE,,,,,,,,,
North Shields,135.866142,Flinders, ;  Full Wheelchair Access,North Shields Community Hall,,FALSE,25 Dorward St NORTH SHIELDS SA,,SA,-34.62622,FALSE,FALSE,,,,,,,,,
Northfield,138.6204654,Torrens, ;  Assisted Wheelchair Access,Northfield Primary School,,FALSE,North Ave NORTHFIELD SA,,SA,-34.8482525,FALSE,FALSE,,,,,,,,,
North Brighton,138.524836,Bright, ;  Full Wheelchair Access,Paringa Park Primary School,,FALSE,21 Bowker St NORTH BRIGHTON SA,,SA,-35.002054,FALSE,FALSE,,,,,,,,,
North Haven,138.497535,Port Adelaide,enter via Sir Claude Gibb Street;  Full Wheelchair Access,North Haven Primary School,,FALSE,Tapping Cres NORTH HAVEN SA,,SA,-34.7889271,FALSE,FALSE,,,,,,,,,
Norwood,138.6366322,Dunstan, ;  Full Wheelchair Access,Salvation Army,,FALSE,53 George St NORWOOD SA,,SA,-34.9217054,FALSE,FALSE,,,,,,,,,
Norwood West,138.631456,Dunstan, ;  Full Wheelchair Access,Norwood Primary School,,TRUE,39 Osmond Tce NORWOOD SA,,SA,-34.919359,FALSE,FALSE,Plus bacon & eggs,,,,,,,,
Northgate,138.6338272,Torrens, ;  Assisted Wheelchair Access,Oakden Baptist Church,,TRUE,215-233 Fosters Rd NORTHGATE SA,,SA,-34.8550154,FALSE,FALSE,,,,,,,,,
Norton Summit,138.7282953,Morialta, ;  Assisted Wheelchair Access,Norton Summit Primary School,,FALSE,15 Crescent Dr NORTON SUMMIT SA,,SA,-34.9269412,FALSE,FALSE,,,,,,,,,
Novar Gardens,138.537486,Ashford, via Morphett Rd;  Full Wheelchair Access,Immanuel Primary School,,FALSE,Cnr Morphett Rd & Saratoga Dr NOVAR GARDENS SA,,SA,-34.9730188,FALSE,FALSE,,,,,,,,,
Nuriootpa,138.996341,Schubert, ;  Assisted Wheelchair Access,Nuriootpa Senior Citizens Clubrooms,,FALSE,24 Murray St NURIOOTPA SA,,SA,-34.472364,FALSE,FALSE,,,,,,,,,
Kadina,137.71468,Goyder, ;  Full Wheelchair Access,Kadina Town Hall,,FALSE,51 Taylor St KADINA SA,,SA,-33.961671,TRUE,FALSE,,,,,,,,,
Jervois,139.4359918,Hammond, ;  Assisted Wheelchair Access,Jervois Memorial Hall,,FALSE,Williams St JERVOIS SA,,SA,-35.265742,FALSE,FALSE,,,,,,,,,
Kangarilla,138.642392,Heysen, ;  Full Wheelchair Access,Kangarilla Primary School,,FALSE,Mclaren Flat Rd KANGARILLA SA,,SA,-35.1654863,FALSE,FALSE,,,,,,,,,
Kalangadoo,140.6996118,MacKillop, ;  Assisted Wheelchair Access,Kalangadoo Primary School,,FALSE,48 Kangaroo Flat Rd KALANGADOO SA,,SA,-37.5627273,FALSE,FALSE,,,,,,,,,
Karkoo,135.7298813,Flinders, ;  Assisted Wheelchair Access,Karkoo Kooplex,,FALSE,Archie Griffiths Rd KARKOO SA,,SA,-34.0319099,FALSE,FALSE,,,,,,,,,
Kapunda,138.9201938,Stuart,"Primary School Gym, Jeffs Street, Kapunda ;  Assisted Wheelchair Access",Kapunda Primary School,,FALSE,Mildred St KAPUNDA SA,,SA,-34.3249259,FALSE,FALSE,,,,,,,,,
Karoonda,139.8947003,Chaffey, ;  Assisted Wheelchair Access,Karoonda Institute,,FALSE,15 Peake St KAROONDA SA,,SA,-35.0938678,FALSE,FALSE,,,,,,,,,
Kensington Park,138.6514778,Bragg, ;  Assisted Wheelchair Access,Kensington Park RSL,,FALSE,346 The Parade KENSINGTON PARK SA,,SA,-34.9205669,FALSE,TRUE,,,,,,,,,
Kensington Gardens,138.6722881,Hartley, ;  Assisted Wheelchair Access,Norwood Morialta High School Senior Campus Canteen,,FALSE,505 The Parade MAGILL SA,,SA,-34.9192779,FALSE,FALSE,,,,,,,,,
Clare,138.6195088,Frome, ;  Full Wheelchair Access,Vineyard Lutheran School,,FALSE,59 Main North Rd CLARE SA,,SA,-33.8497514,FALSE,FALSE,,,,,,,,,
Clapham,138.604347,Waite, ;  Assisted Wheelchair Access,Clapham Primary School,,FALSE,Barretts Rd CLAPHAM SA,,SA,-34.9940601,FALSE,FALSE,,,,,,,,,
Christies Beach North,138.477966,Reynell, ;  Full Wheelchair Access,St John the Apostle Parish School,,FALSE,14 Winnerah Rd CHRISTIES BEACH SA,,SA,-35.129503,FALSE,FALSE,,,,,,,,,
Crafers,138.71283,Bragg, ;  Assisted Wheelchair Access,Crafers Primary School,,TRUE,55 Piccadilly Rd CRAFERS SA,,SA,-34.993392,FALSE,FALSE,,,,,,,,,
Uraidla,138.7421546,Bragg, ;  Full Wheelchair Access,Uraidla Primary School,,FALSE,17 Kidney St URAIDLA SA,,SA,-34.9593871,FALSE,FALSE,,,,,,,,,
Christie Downs East,138.503163,Reynell, ;  Full Wheelchair Access,Elizabeth House Positive Ageing Centre,,FALSE,112 Elizabeth Rd CHRISTIE DOWNS SA,,SA,-35.134229,FALSE,FALSE,,,,,,,,,
Christie Downs,138.4965457,Reynell, ;  Full Wheelchair Access,Christie Downs Primary School,,FALSE,Elizabeth Rd CHRISTIE DOWNS SA,,SA,-35.1340912,FALSE,FALSE,,,,,,,,,
Cherry Gardens,138.6553303,Fisher, ;  Full Wheelchair Access,Cherry Gardens Memorial Hall,,FALSE,Cherry Gardens Rd CHERRY GARDENS SA,,SA,-35.0632837,FALSE,FALSE,,,,,,,,,
Cheltenham,138.52564,Cheltenham, ;  Assisted Wheelchair Access,Cheltenham Community Centre,,FALSE,62 Stroud St North CHELTENHAM SA,,SA,-34.866175,FALSE,FALSE,,,,,,,,,
Charleston,138.9211925,Kavel,enter via Newman Road;  Assisted Wheelchair Access,Charleston Memorial Hall,,FALSE,Newman Rd CHARLESTON SA,,SA,-34.9160062,FALSE,FALSE,,,,,,,,,
Onkaparinga Hills,138.5431356,Mawson, ;  Full Wheelchair Access,Coorara Primary School,,FALSE,Taylors Ave MORPHETT VALE SA,,SA,-35.1296395,FALSE,FALSE,,,,,,,,,
Clarence Park,138.589924,Ashford, ;  Assisted Wheelchair Access,Church of the Trinity,,FALSE,318 Goodwood Rd CLARENCE PARK SA,,SA,-34.964239,FALSE,FALSE,,,,,,,,,
Clarence Gardens,138.5732577,Ashford, ;  Full Wheelchair Access,St Francis Community Centre,,FALSE,Cnr South Rd & Dinwoodie Ave CLARENCE GARDENS SA,,SA,-34.9705484,TRUE,FALSE,,,,,,,,,
Aberfoyle Park Central,138.5960266,Fisher, ;  Full Wheelchair Access,Aberfoyle Park Primary School Campus (Drama Hall),,FALSE,Cnr Sunnymeade & Campus Dr ABERFOYLE PARK SA,,SA,-35.0658006,FALSE,FALSE,,,,,,,,,
Rosewater,138.521702,Port Adelaide, ;  Assisted Wheelchair Access,Mount Carmel College,,FALSE,33 Newcastle St ROSEWATER SA,,SA,-34.856144,FALSE,FALSE,,,,,,,,,
Ridgehaven,138.710285,Florey, ;  Full Wheelchair Access,Ridgehaven Primary School,,FALSE,479 Milne Rd RIDGEHAVEN SA,,SA,-34.817978,FALSE,FALSE,,,,,,,,,
Reynella,138.524338,Reynell, ;  Assisted Wheelchair Access,Reynella South Primary School,,FALSE,119-135 Sherrifs Rd REYNELLA SA,,SA,-35.103752,FALSE,FALSE,,,,,,,,,
Redwood Park,138.7031144,Florey, ;  Full Wheelchair Access,Redwood Park Primary School,,FALSE,Lokan St REDWOOD PARK SA,,SA,-34.8141156,FALSE,FALSE,,,,,,,,,
Prospect North,138.596729,Enfield,Gymnasium - enter via Stuart Rd or Arthur St;  Full Wheelchair Access,Prospect North Primary School,,FALSE,30 Stuart Rd PROSPECT SA,,SA,-34.874715,FALSE,FALSE,,,,,,,,,
Plympton West,138.552287,West Torrens, ;  Full Wheelchair Access,William Light R-12 School,,FALSE,81 Errington St PLYMPTON SA,,SA,-34.962202,FALSE,FALSE,,,,,,,,,
Plympton,138.556108,West Torrens, ;  Assisted Wheelchair Access,Plympton Primary School,,FALSE,19 Owen St PLYMPTON SA,,SA,-34.960692,FALSE,FALSE,,,,,,,,,
Park Holme,138.547484,Morphett,Use Condada Ave entrance;  Assisted Wheelchair Access,Springpark Baptist Church,,FALSE,80 Hendrie St PARK HOLME SA,,SA,-34.989126,FALSE,FALSE,,,,,,,,,
Paralowie,138.6132154,Taylor,enter via Halba Cres or Careena Ave;  Assisted Wheelchair Access,Paralowie R-12 School,,FALSE,Whites Road PARALOWIE SA,,SA,-34.7584572,FALSE,FALSE,,,,,,,,,
Parafield Gardens North-West,138.607707,Taylor, ;  No Wheelchair Access,The Pines Primary School,,FALSE,42 Andrew Smith Dr PARAFIELD GARDENS SA,,SA,-34.773352,FALSE,FALSE,,,,,,,,,
Woodville Gardens,138.5522864,Enfield, ;  Full Wheelchair Access,Woodville Gardens School B-7,,FALSE,Ridley Gr WOODVILLE GARDENS SA,,SA,-34.8640168,FALSE,FALSE,,,,,,,,,
Woodville West,138.5210355,Lee, ;  Assisted Wheelchair Access,Woodville West Kindergarten,,FALSE,Cnr Elizabeth St & Lawton Cres WOODVILLE WEST SA,,SA,-34.8854202,FALSE,FALSE,,,,,,,,,
Woodcroft,138.556371,Fisher,Gymnasium off Investigator Drive;  Full Wheelchair Access,Woodcroft Primary School,,FALSE,1-23 Investigator Dr WOODCROFT SA,,SA,-35.105304,FALSE,FALSE,,,,,,,,,
Woodcroft West,138.543843,Mawson, ;  Full Wheelchair Access,Woodcroft College,,FALSE,143-173 Bains Rd MORPHETT VALE SA,,SA,-35.113504,FALSE,FALSE,,,,,,,,,
Highbury,138.700704,Torrens, ;  Full Wheelchair Access,Turramurra Recreation Centre,,FALSE,1000 Lower North East Rd HIGHBURY SA,,SA,-34.853403,FALSE,FALSE,,,,,,,,,
Parafield Gardens North-West,138.607707,Port Adelaide, ;  No Wheelchair Access,The Pines Primary School,,FALSE,42 Andrew Smith Dr PARAFIELD GARDENS SA,,SA,-34.773352,FALSE,FALSE,,,,,,,,,
Wynn Vale West,138.677139,Florey, ;  No Wheelchair Access,Keithcot Farm Children's Centre,,FALSE,5 Keithcot Farm Dr WYNN VALE SA,,SA,-34.799999,FALSE,FALSE,,,,,,,,,
Daw Park,138.5918388,Ashford, ;  Full Wheelchair Access,Colonel Light Gardens Uniting Church Hall,,FALSE,560 Goodwood Rd DAW PARK SA,,SA,-34.9808784,FALSE,FALSE,,,,,,,,,
Smithfield Plains,138.67363,Light, ;  Full Wheelchair Access,John Hartley School,,FALSE,199 Peachey Rd SMITHFIELD PLAINS SA,,SA,-34.6802379,FALSE,FALSE,,,,,,,,,
Woodville Gardens,138.5522864,Cheltenham, ;  Full Wheelchair Access,Woodville Gardens School B-7,,FALSE,Ridley Gr WOODVILLE GARDENS SA,,SA,-34.8640168,FALSE,FALSE,,,,,,,,,
Craigmore South,138.7003008,Little Para, ;  Assisted Wheelchair Access,Craigmore South Primary School,,FALSE,Turner Dr CRAIGMORE SA,,SA,-34.7123942,FALSE,FALSE,,,,,,,,,
Christies Beach,138.47913,Reynell,enter off Price Street.;  Full Wheelchair Access,Christies Beach Primary School,,TRUE,46 Maturin Ave CHRISTIES BEACH SA,,SA,-35.137963,FALSE,FALSE,,,,,,,,,
Edwardstown,138.5644327,Elder, ;  Full Wheelchair Access,Edwardstown Community Church,,TRUE,Cnr De Laine Ave & Towers Tce EDWARDSTOWN SA,,SA,-34.9743441,FALSE,FALSE,,,,,,,,,
Elizabeth North,138.6756238,Little Para,Wheelchair access from Amport St;  Full Wheelchair Access,Elizabeth North Primary School,,FALSE,141 Woodford Rd ELIZABETH NORTH SA,,SA,-34.7030062,FALSE,FALSE,,,,,,,,,
Davoren Park,138.6644061,Napier, ;  Assisted Wheelchair Access,Swallowcliffe Primary School,,FALSE,Swallowcliffe Rd DAVOREN PARK SA,,SA,-34.6978323,FALSE,FALSE,,,,,,,,,
Daw Park,138.5918388,Elder,Use Aver Avenue  playground entrance;  Full Wheelchair Access,Colonel Light Gardens Uniting Church Hall,,FALSE,560 Goodwood Rd DAW PARK SA,,SA,-34.9808784,FALSE,FALSE,,,,,,,,,
Albert Park,138.5213194,Cheltenham, ;  Assisted Wheelchair Access,Lutheran Church Albert Park,,FALSE,Cnr Botting & Osborne Sts ALBERT PARK SA,,SA,-34.8768027,FALSE,FALSE,,,,,,,,,
Ferryden Park,138.5588559,Enfield,via Stuart Street;  Full Wheelchair Access,St Pauls Lutheran Church,,FALSE,Cnr Stuart & Parker Sts FERRYDEN PARK SA,,SA,-34.8628519,FALSE,FALSE,,,,,,,,,
Gilles Plains,138.662969,Florey,Gym;  Full Wheelchair Access,Wandana Primary School,,FALSE,2 Cowra Ave GILLES PLAINS SA,,SA,-34.8492663,FALSE,FALSE,,,,,,,,,
Ceduna,133.673371,Flinders, ;  Assisted Wheelchair Access,Ceduna Memorial Hall,,FALSE,31 Poynton St CEDUNA SA,,SA,-32.125347,FALSE,FALSE,,,,,,,,,
Seaton Park,138.520057,Colton, ;  Full Wheelchair Access,Seaton Park Primary School,,FALSE,80 Balcombe Ave SEATON SA,,SA,-34.894716,FALSE,FALSE,,,,,,,,,
Elliston,134.890267,Flinders, ;  Assisted Wheelchair Access,Elliston CWA Rooms,,FALSE,9 Memorial Dr ELLISTON SA,,SA,-33.64856,FALSE,FALSE,,,,,,,,,
Enfield,138.6022664,Enfield,off Harewood Ave;  Full Wheelchair Access,Enfield Primary School,,FALSE,Clarice Ave ENFIELD SA,,SA,-34.8659825,FALSE,FALSE,,,,,,,,,
