polling_place_name,lon,division,booth_info,premises,opening_hours,has_bbq,address,source,state,lat,has_nothing,has_caek,extra_info,polling_place_type,has_run_out,has_other,stall_name,stall_description,stall_website,first_report,latest_report
Keswick,138.5722535,Ashford, ;  Assisted Wheelchair Access,Richmond Primary School,,FALSE,8 Surrey Rd KESWICK SA,,SA,-34.943371,FALSE,FALSE,,,,,,,,,
Kent Town,138.6230246,Dunstan,enter via Grenfell St;  No Wheelchair Access,Wesley Uniting Church,,FALSE,Cnr Fullarton Rd & Grenfell St KENT TOWN SA,,SA,-34.919467,FALSE,FALSE,,,,,,,,,
Kersbrook,138.8502035,Schubert, ;  Assisted Wheelchair Access,Kersbrook Primary School,,FALSE,Bowden St KERSBROOK SA,,SA,-34.7832153,FALSE,FALSE,,,,,,,,,
Kingscote,137.63313,Finniss, ;  Full Wheelchair Access,Kingscote Area School,,FALSE,5 Centenary Rd KINGSCOTE SA,,SA,-35.651167,FALSE,FALSE,,,,,,,,,
Kingston,139.855666,MacKillop, ;  Full Wheelchair Access,Kingston Community School,,FALSE,46 East Tce KINGSTON SE SA,,SA,-36.837413,FALSE,FALSE,,,,,,,,,
Mount Burr,140.4583467,MacKillop, ;  Assisted Wheelchair Access,Mount Burr United Netball Clubrooms,,FALSE,Riddoch Ave MOUNT BURR SA,,SA,-37.5389662,FALSE,FALSE,,,,,,,,,
Mount Barker Central,138.8534037,Kavel, ;  Assisted Wheelchair Access,TAFE SA Mount Barker Campus,,FALSE,Dumas St MOUNT BARKER SA,,SA,-35.0689221,FALSE,FALSE,,,,,,,,,
Adelaide,138.6090355,Adelaide,enter off Wakefield St;  Full Wheelchair Access,Christian Brothers College,,FALSE,214 Wakefield St ADELAIDE SA,,SA,-34.9281031,FALSE,FALSE,,,,,,,,,
Moonta,137.589886,Goyder, ;  Assisted Wheelchair Access,Moonta Town Hall,,FALSE,67 George St MOONTA SA,,SA,-34.06738,FALSE,FALSE,,,,,,,,,
Montacute,138.7490351,Morialta, ;  No Wheelchair Access,Montacute Institute,,FALSE,63 Institute Rd MONTACUTE SA,,SA,-34.8966747,FALSE,FALSE,,,,,,,,,
Moorook,140.367211,Chaffey, ;  Assisted Wheelchair Access,Moorook Community Hall,,FALSE,644 Kingston Rd MOOROOK SA,,SA,-34.28886,FALSE,FALSE,,,,,,,,,
Moorak,140.7310887,Mount Gambier, ;  Assisted Wheelchair Access,Moorak Public Hall,,FALSE,Yells Rd MOORAK SA,,SA,-37.8641585,FALSE,FALSE,,,,,,,,,
Morphett Vale,138.5240626,Reynell, ;  Assisted Wheelchair Access,St Hilary's Anglican Church,,FALSE,1 High Street MORPHETT VALE SA,,SA,-35.1226701,FALSE,FALSE,,,,,,,,,
Morgan,139.669994,Stuart, ;  Assisted Wheelchair Access,Morgan Institute,,FALSE,3 Ninth St MORGAN SA,,SA,-34.033431,FALSE,FALSE,,,,,,,,,
Morphett Vale North,138.517218,Reynell, ;  Full Wheelchair Access,Wakefield House Positive Ageing Centre,,FALSE,65 Acre Ave MORPHETT VALE SA,,SA,-35.1109569,FALSE,FALSE,,,,,,,,,
Morphett Vale East,138.534059,Reynell, ;  Full Wheelchair Access,Wirreanda High School,,FALSE,105 Richards Ave MORPHETT VALE SA,,SA,-35.127814,FALSE,FALSE,,,,,,,,,
Seaton West,138.505836,Lee, ;  Full Wheelchair Access,Christian Family Centre,,FALSE,185 Frederick Rd SEATON SA,,SA,-34.898174,FALSE,FALSE,,,,,,,,,
Smithfield Plains,138.67363,Taylor, ;  Full Wheelchair Access,John Hartley School,,FALSE,199 Peachey Rd SMITHFIELD PLAINS SA,,SA,-34.6802379,FALSE,FALSE,,,,,,,,,
Salisbury Park,138.6712568,Ramsay, ;  Assisted Wheelchair Access,Salisbury Park Primary School,,FALSE,Wildwood Dr SALISBURY PARK SA,,SA,-34.7587905,FALSE,FALSE,,,,,,,,,
Sandy Creek,138.8276692,Light, ;  Full Wheelchair Access,Sandy Creek Primary School,,FALSE,Davies Rd SANDY CREEK SA,,SA,-34.611704,FALSE,FALSE,,,,,,,,,
Seaton,138.508657,Cheltenham, ;  Full Wheelchair Access,Seaton High School,,FALSE,Glenburnie St SEATON SA,,SA,-34.8848485,FALSE,FALSE,,,,,,,,,
Seaton Park,138.520057,Cheltenham, ;  Full Wheelchair Access,Seaton Park Primary School,,FALSE,80 Balcombe Ave SEATON SA,,SA,-34.894716,FALSE,FALSE,,,,,,,,,
Rostrevor South,138.6763533,Hartley,enter via Moules Road;  Full Wheelchair Access,Norwood Morialta Middle School,,FALSE,Morialta Rd West ROSTREVOR SA,,SA,-34.900672,FALSE,FALSE,,,,,,,,,
Royal Park,138.511895,Lee, ;  Assisted Wheelchair Access,United Church Royal Park,,FALSE,50 Tapleys Hill Rd ROYAL PARK SA,,SA,-34.870653,FALSE,FALSE,,,,,,,,,
Royal Park South,138.5114624,Lee, ;  Assisted Wheelchair Access,Hendon Primary School,,FALSE,Cedar Ave ROYAL PARK SA,,SA,-34.8729983,FALSE,FALSE,,,,,,,,,
Salisbury North,138.635396,Taylor, ;  Assisted Wheelchair Access,Salisbury North R-7 School,,FALSE,38 Bagster Rd SALISBURY NORTH SA,,SA,-34.753208,FALSE,FALSE,,,,,,,,,
Milang,138.9710218,Hammond, ;  Full Wheelchair Access,Eastern Fleurieu School (Milang Campus),,FALSE,Coxe St MILANG SA,,SA,-35.4065606,FALSE,FALSE,,,,,,,,,
Middleton,138.7061591,Finniss, ;  Full Wheelchair Access,Middleton Pioneer Hall,,FALSE,Walker Pl MIDDLETON SA,,SA,-35.5080955,FALSE,FALSE,,,,,,,,,
Meningie,139.3352051,MacKillop, ;  Full Wheelchair Access,Meningie Uniting Church Hall,,FALSE,Princes Hwy MENINGIE SA,,SA,-35.7235779,FALSE,FALSE,,,,,,,,,
Melrose,138.187876,Stuart, ;  Assisted Wheelchair Access,Melrose Primary School,,FALSE,29 Stuart St MELROSE SA,,SA,-32.82377,FALSE,FALSE,,,,,,,,,
Millswood,138.5915852,Unley,enter via Mitchell Street to Orphanage car park;  Full Wheelchair Access,Tabor Adelaide,,FALSE,181 Goodwood Road MILLSWOOD SA,,SA,-34.9561663,FALSE,FALSE,,,,,,,,,
Millicent South,140.3619612,MacKillop, ;  Assisted Wheelchair Access,Newbery Park Primary School,,FALSE,Bridges St MILLICENT SA,,SA,-37.6082383,FALSE,FALSE,,,,,,,,,
Millicent,140.3503229,MacKillop, ;  Assisted Wheelchair Access,The Millicent War Memorial Civic and Arts Centre,,FALSE,Ridge Tce MILLICENT SA,,SA,-37.592441,FALSE,FALSE,,,,,,,,,
Mile End,138.570192,West Torrens,via Taylors Lane;  Assisted Wheelchair Access,St George College,,FALSE,75 Rose St MILE END SA,,SA,-34.923014,FALSE,FALSE,,,,,,,,,
Minnipa,135.154575,Flinders, ;  No Wheelchair Access,Minnipa Memorial Hall,,FALSE,24 Thomas St MINNIPA SA,,SA,-32.854147,FALSE,FALSE,,,,,,,,,
Minlaton,137.594417,Goyder, ;  Full Wheelchair Access,Minlaton Town Hall,,FALSE,57 Main St MINLATON SA,,SA,-34.772432,FALSE,FALSE,,,,,,,,,
Burton,138.5987835,Taylor, ;  No Wheelchair Access,Burton Primary School,,FALSE,49A Kensington Way BURTON SA,,SA,-34.741195,FALSE,FALSE,,,,,,,,,
Burra,138.938316,Stuart, ;  Assisted Wheelchair Access,Burra Town Hall,,FALSE,4 Market St BURRA SA,,SA,-33.682154,FALSE,FALSE,,,,,,,,,
Brooklyn Park South,138.5356445,West Torrens,via May Terrace;  Full Wheelchair Access,Lockleys Primary School,,TRUE,29 Elston St BROOKLYN PARK SA,,SA,-34.93037,FALSE,FALSE,,,,,,,,,
Brooklyn Park,138.5488,West Torrens, ;  Assisted Wheelchair Access,Brooklyn Park Church of Christ,,TRUE,9 Allen Ave BROOKLYN PARK SA,,SA,-34.925984,FALSE,FALSE,,,,,,,,,
Burnside,138.660348,Bragg, ;  Assisted Wheelchair Access,St David's Church Hall,,TRUE,486 Glynburn Rd BURNSIDE SA,,SA,-34.935375,FALSE,FALSE,,,,,,,,,
Brukunga,138.9399147,Kavel, ;  Assisted Wheelchair Access,Brukunga Community Association,,FALSE,Pyrites Rd BRUKUNGA SA,,SA,-35.0088809,FALSE,FALSE,,,,,,,,,
Brinkworth,138.403022,Frome, ;  Assisted Wheelchair Access,Brinkworth Memorial Hall,,FALSE,49 Main St BRINKWORTH SA,,SA,-33.694548,FALSE,FALSE,,,,,,,,,
Brighton,138.521986,Bright, ;  Full Wheelchair Access,Brighton Uniting Church Hall,,FALSE,443 Brighton Rd BRIGHTON SA,,SA,-35.016353,FALSE,FALSE,,,,,,,,,
Brompton,138.576368,Croydon, ;  Full Wheelchair Access,Bowden Brompton Community Centre,,FALSE,19 Green St BROMPTON SA,,SA,-34.897937,FALSE,FALSE,,,,,,,,,
Broadview,138.6154099,Enfield,from Collingrove Ave;  Full Wheelchair Access,Broadview Uniting Church,,TRUE,cnr Galway & Collingrove Ave BROADVIEW SA,,SA,-34.8803329,FALSE,FALSE,,,,,,,,,
Aberfoyle Park North,138.5989846,Fisher, ;  Full Wheelchair Access,Aberfoyle Park Baptist Church Hall,,FALSE,Cnr Manning Rd & Lyn St ABERFOYLE PARK SA,,SA,-35.0590534,FALSE,FALSE,,,,,,,,,
Yundi,138.6122553,Finniss, ;  Full Wheelchair Access,Yundi War Memorial Hall,,FALSE,482 Yundi Road  YUNDI SA,,SA,-35.3198787,FALSE,FALSE,,,,,,,,,
Yorketown,137.606748,Goyder, ;  Full Wheelchair Access,Yorketown Town Hall,,FALSE,15 Edithburgh Rd YORKETOWN SA,,SA,-35.019615,FALSE,FALSE,,,,,,,,,
Yankalilla,138.337295,Finniss, ;  Full Wheelchair Access,Yankalilla Area School Jubilee Hall,,FALSE,207 Main Rd YANKALILLA SA,,SA,-35.4555245,FALSE,FALSE,,,,,,,,,
Yahl,140.8582494,Mount Gambier, ;  Full Wheelchair Access,Yahl Primary School,,FALSE,Lange Rd YAHL SA,,SA,-37.8786917,FALSE,FALSE,,,,,,,,,
Yacka,138.4446241,Frome, ;  Full Wheelchair Access,Yacka Hall,,FALSE,Cnr Charles & Hawker Sts YACKA SA,,SA,-33.5708659,FALSE,FALSE,,,,,,,,,
Wudinna,135.466688,Flinders, ;  Assisted Wheelchair Access,Wudinna Senior Citizens Hall,,FALSE,20 Naylor Tce WUDINNA SA,,SA,-33.048194,FALSE,FALSE,,,,,,,,,
Angle Vale,138.6459039,Light, ;  Full Wheelchair Access,Angle Vale Primary School,,FALSE,Heaslip Rd ANGLE VALE SA,,SA,-34.6443311,FALSE,FALSE,,,,,,,,,
Andrews Farm,138.6597471,Taylor, ;  Assisted Wheelchair Access,St Columba College,,FALSE,President Ave ANDREWS FARM SA,,SA,-34.6754486,FALSE,FALSE,,,,,,,,,
Elizabeth East,138.6779515,Little Para, ;  Assisted Wheelchair Access,Elizabeth East Primary School,,FALSE,15 Dolphin St ELIZABETH EAST SA,,SA,-34.7261161,FALSE,FALSE,,,,,,,,,
Elizabeth Downs,138.6953271,Napier,via school carpark;  Assisted Wheelchair Access,Elizabeth Downs Primary School,,FALSE,Heard St ELIZABETH DOWNS SA,,SA,-34.6993311,FALSE,FALSE,,,,,,,,,
Elizabeth Park,138.6847113,Little Para, ;  Assisted Wheelchair Access,Elizabeth Park Primary School,,FALSE,15 Turner Rd ELIZABETH PARK SA,,SA,-34.7133365,TRUE,FALSE,,,,,,,,,
Elizabeth Grove,138.6709367,Little Para,Wheelchair access from Smitham Street;  Assisted Wheelchair Access,Elizabeth Grove Primary School,,FALSE,20 Haynes St ELIZABETH GROVE SA,,SA,-34.7319216,FALSE,FALSE,,,,,,,,,
Eden Valley,139.1148178,Schubert, ;  Assisted Wheelchair Access,Eden Valley Lutheran Church Hall,,FALSE,Cnr Murray St & Keyneton Rd EDEN VALLEY SA,,SA,-34.6051894,FALSE,FALSE,,,,,,,,,
Eden Hills,138.6057507,Davenport, ;  Full Wheelchair Access,Blackwood Primary School,,FALSE,Seymour St EDEN HILLS SA,,SA,-35.025144,FALSE,FALSE,,,,,,,,,
Elizabeth,138.6683857,Little Para, ;  Assisted Wheelchair Access,Church of the Holy Cross,,FALSE,Elizabeth Way ELIZABETH SA,,SA,-34.7157514,FALSE,FALSE,,,,,,,,,
Edithburgh,137.7458176,Goyder, ;  Full Wheelchair Access,Edithburgh Institute,,FALSE,Blanche St EDITHBURGH SA,,SA,-35.0848371,FALSE,FALSE,,,,,,,,,
Elizabeth Vale,138.6695983,Little Para, ;  Assisted Wheelchair Access,Elizabeth Vale Primary School,,FALSE,Rollison Rd ELIZABETH VALE SA,,SA,-34.7469318,FALSE,FALSE,,,,,,,,,
Elizabeth South,138.6606989,Little Para, ;  Assisted Wheelchair Access,Elizabeth South Primary School,,FALSE,Chivell St ELIZABETH SOUTH SA,,SA,-34.731101,TRUE,FALSE,,,,,,,,,
Semaphore Park South,138.491278,Lee, ;  Full Wheelchair Access,Westport Primary School,,FALSE,53 West St SEMAPHORE PARK SA,,SA,-34.855121,FALSE,FALSE,,,,,,,,,
Semaphore Park,138.4860517,Lee, ;  No Wheelchair Access,Baptist Church Semaphore Park,,FALSE,Bray Ave SEMAPHORE PARK SA,,SA,-34.8523476,FALSE,FALSE,,,,,,,,,
Seaford East,138.4811249,Kaurna, ;  Full Wheelchair Access,All Saints Catholic Primary School,,FALSE,621-631 Grand Boulevard SEAFORD SA,,SA,-35.186494,FALSE,FALSE,,,,,,,,,
Seaford,138.4733565,Kaurna, ;  Full Wheelchair Access,Moana Primary School,,FALSE,Schooner Rd SEAFORD SA,,SA,-35.1898521,FALSE,FALSE,,,,,,,,,
Seaview Downs,138.5348443,Mitchell, ;  No Wheelchair Access,Seaview Downs Primary School,,FALSE,26-44 Ross St SEAVIEW DOWNS SA,,SA,-35.0426383,FALSE,FALSE,,,,,,,,,
Seaford Rise,138.4830247,Kaurna,enter off Barbados Drive;  Assisted Wheelchair Access,Seaford Rise Primary School,,FALSE,Grand Blvd SEAFORD RISE SA,,SA,-35.20168,FALSE,FALSE,,,,,,,,,
Sedan,139.3228995,Schubert,via Stott Highway;  Assisted Wheelchair Access,Sedan Hall,,FALSE,Stott Highway SEDAN SA,,SA,-34.5730304,FALSE,FALSE,,,,,,,,,
Second Valley,138.2278308,Finniss, ;  Assisted Wheelchair Access,Second Valley Soldiers Memorial Hall,,FALSE,Cnr Main South Rd & Finniss Vale Dr SECOND VALLEY SA,,SA,-35.5280403,FALSE,FALSE,,,,,,,,,
Semaphore,138.484715,Lee, ;  Assisted Wheelchair Access,Masonic Hall,,FALSE,66 Semaphore Rd SEMAPHORE SA,,SA,-34.839359,FALSE,FALSE,,,,,,,,,
Sellicks Beach,138.4561066,Finniss, ;  Full Wheelchair Access,Sellicks Beach Community Hall,,FALSE,Riviera Dr SELLICKS BEACH SA,,SA,-35.3248848,FALSE,FALSE,,,,,,,,,
Myrtle Bank,138.628766,Unley, ;  Full Wheelchair Access,Fullarton Scout Hall,,FALSE,1A Culross Ave MYRTLE BANK SA,,SA,-34.958046,FALSE,FALSE,,,,,,,,,
Nairne,138.9025339,Kavel, ;  Assisted Wheelchair Access,Nairne Primary School,,FALSE,Saleyard Rd NAIRNE SA,,SA,-35.0379736,TRUE,FALSE,,,,,,,,,
Munno Para East,138.6990975,Napier, ;  Assisted Wheelchair Access,Munno Para Primary School,,FALSE,Maltarra Rd MUNNO PARA SA,,SA,-34.67257,FALSE,FALSE,,,,,,,,,
Murray Bridge,139.2716606,Hammond,via Mannum Rd/Ind St;  Assisted Wheelchair Access,Murray Bridge Primary School,,FALSE,North Tce MURRAY BRIDGE SA,,SA,-35.1167076,FALSE,FALSE,,,,,,,,,
Murray Bridge East,144.9006185,Hammond, ;  Assisted Wheelchair Access,Murray Bridge Basketball Stadium,,FALSE,Princes Hwy East MURRAY BRIDGE EAST SA,,SA,-37.7943963,FALSE,FALSE,,,,,,,,,
Murray Bridge South,139.2854968,Hammond,Gym via Long Island Road;  Assisted Wheelchair Access,Murray Bridge High School,,FALSE,Lohmann St MURRAY BRIDGE SA,,SA,-35.1334483,FALSE,FALSE,,,,,,,,,
Murray Bridge West,139.264831,Hammond, ;  No Wheelchair Access,Bridge Evangelical Christian Church,,FALSE,10 Thomas Street MURRAY BRIDGE SA,,SA,-35.126242,FALSE,FALSE,,,,,,,,,
Mylor,138.7600186,Heysen, ;  Full Wheelchair Access,Mylor Community Hall,,FALSE,Strathalbyn Rd MYLOR SA,,SA,-35.0434131,FALSE,FALSE,,,,,,,,,
Mypolonga,139.3553081,Hammond, ;  Assisted Wheelchair Access,Mypolonga Institute,,FALSE,Green St MYPOLONGA SA,,SA,-35.04071,FALSE,FALSE,,,,,,,,,
Myponga,138.4661984,Finniss,via Oval Road Car Park;  Full Wheelchair Access,"Myponga Primary School ""The Shed""",,FALSE,Hutchinson St MYPONGA SA,,SA,-35.3916894,FALSE,FALSE,,,,,,,,,
Mount Barker,138.856842,Kavel, ;  Assisted Wheelchair Access,Mount Barker High School,,FALSE,2 Wellington Rd MOUNT BARKER SA,,SA,-35.074275,FALSE,FALSE,,,,,,,,,
Mount Barker South,138.8581834,Kavel, ;  Full Wheelchair Access,Mount Barker South Primary School,,FALSE,Princes Rd MOUNT BARKER SA,,SA,-35.0808965,FALSE,FALSE,,,,,,,,,
Kurralta Park,138.5634261,West Torrens,via Cross Tce;  Assisted Wheelchair Access,Hayhurst Guide Hall,,FALSE,Cnr Daly St & Cross Tce KURRALTA PARK SA,,SA,-34.9512714,FALSE,FALSE,,,,,,,,,
Largs Bay,138.4949362,Lee, ;  Assisted Wheelchair Access,Largs Bay Primary School,,TRUE,Cnr Fletcher Rd & Centre St LARGS BAY SA,,SA,-34.8240065,FALSE,FALSE,,,,,,,,,
Lockleys,138.5265778,Colton, ;  Assisted Wheelchair Access,Christ the King Church,,FALSE,456 Henley Beach Rd LOCKLEYS SA,,SA,-34.9260559,FALSE,FALSE,,,,,,,,,
Lockleys North,138.537705,West Torrens, ;  Full Wheelchair Access,Lockleys North Primary School,,FALSE,55 Malurus Ave LOCKLEYS SA,,SA,-34.920681,FALSE,FALSE,,,,,,,,,
Mansfield Park,138.551214,Enfield,Dudley Street;  Full Wheelchair Access,St Patricks School,,FALSE,33a Dudley St MANSFIELD PARK SA,,SA,-34.854431,FALSE,FALSE,,,,,,,,,
Melrose Park,138.5793154,Elder, ;  Full Wheelchair Access,Edwardstown Primary School,,FALSE,Maria St MELROSE PARK SA,,SA,-34.9792113,FALSE,FALSE,,,,,,,,,
Morphettville,138.543605,Morphett, ;  Assisted Wheelchair Access,Marion Sports & Leisure,,FALSE,Oaklands Road MORPHETTVILLE SA,,SA,-34.9955958,FALSE,FALSE,,,,,,,,,
Lenswood,138.828149,Kavel, ;  Assisted Wheelchair Access,Lenswood Uniting Church Hall,,FALSE,Cnr Swamp & Adelaide-Lobethal Rds LENSWOOD SA,,SA,-34.9199911,FALSE,FALSE,,,,,,,,,
Leigh Creek,138.3991904,Stuart, ;  Assisted Wheelchair Access,Leigh Creek Area School,,FALSE,Cnr Black Oak Dr & Moonah St LEIGH CREEK SA,,SA,-30.5946767,FALSE,FALSE,,,,,,,,,
Laura,138.3006747,Frome, ;  Assisted Wheelchair Access,Laura RSL Hall,,FALSE,33 Herbert St LAURA SA,,SA,-33.1831221,FALSE,FALSE,,,,,,,,,
Langhorne Creek,139.0855068,Hammond, ;  Assisted Wheelchair Access,Langhorne Creek Memorial Hall,,FALSE,Wellington Rd LANGHORNE CREEK SA,,SA,-35.3144646,FALSE,FALSE,,,,,,,,,
Lameroo,140.5153757,Chaffey, ;  Full Wheelchair Access,SA Ambulance Station,,FALSE,Chandos Tce LAMEROO SA,,SA,-35.335793,FALSE,FALSE,,,,,,,,,
Lake Windemere,138.6205132,Taylor, ;  Assisted Wheelchair Access,Lake Windemere School,,FALSE,Uraidla Ave SALISBURY NORTH SA,,SA,-34.7397115,FALSE,FALSE,,,,,,,,,
Kybybolite,140.9260551,MacKillop, ;  Assisted Wheelchair Access,Kybybolite Memorial Sports Complex,,FALSE,Kiddle St KYBYBOLITE SA,,SA,-36.8700415,FALSE,FALSE,,,,,,,,,
Kongorong,140.5569305,Mount Gambier, ;  Assisted Wheelchair Access,Kongorong Soldiers Memorial Institute,,FALSE,Hay Tce KONGORONG SA,,SA,-37.8992648,FALSE,FALSE,,,,,,,,,
Kirton Point,135.8699108,Flinders, ;  Assisted Wheelchair Access,Kirton Point Primary School,,FALSE,47 Matthew Pl PORT LINCOLN SA,,SA,-34.7312646,FALSE,FALSE,,,,,,,,,
Kingswood,138.6158827,Waite, ;  Full Wheelchair Access,Mitcham Primary School,,FALSE,Hillview Rd KINGSWOOD SA,,SA,-34.9715659,FALSE,FALSE,,,,,,,,,
Coober Pedy,134.7556059,Giles, ;  Assisted Wheelchair Access,TAFE SA Coober Pedy Campus,,FALSE,Post Office Hill Rd & Hutchison St COOBER PEDY SA,,SA,-29.0093321,FALSE,FALSE,,,,,,,,,
Coobowie,137.7303013,Goyder, ;  Full Wheelchair Access,Coobowie Community Hall,,FALSE,Gilbert St COOBOWIE SA,,SA,-35.0420933,FALSE,FALSE,,,,,,,,,
Glenelg,138.514957,Morphett, ;  Assisted Wheelchair Access,St Mary's Hall,,FALSE,17 High St GLENELG SA,,SA,-34.981295,FALSE,FALSE,,,,,,,,,
Glencoe,140.6029819,MacKillop, ;  Assisted Wheelchair Access,Glencoe Central Primary School,,FALSE,Kirip Rd GLENCOE SA,,SA,-37.6704192,FALSE,FALSE,,,,,,,,,
Glenelg East Central,138.5238078,Morphett, ;  Full Wheelchair Access,Glenelg Primary School,,FALSE,Diagonal Rd GLENELG EAST SA,,SA,-34.9874875,TRUE,FALSE,,,,,,,,,
Glenelg East,138.520576,Morphett, ;  Assisted Wheelchair Access,St Paul's Lutheran Church Hall,,FALSE,48 Brighton Road GLENELG EAST SA,,SA,-34.980497,FALSE,FALSE,,,,,,,,,
Glenelg South,138.516976,Morphett, ;  Assisted Wheelchair Access,St Martin's Church,,FALSE,45 Hastings St GLENELG SOUTH SA,,SA,-34.989565,FALSE,FALSE,,,,,,,,,
Glenelg North,138.5199788,Morphett, ;  Assisted Wheelchair Access,St Leonards Primary School,,FALSE,Jervois St GLENELG NORTH SA,,SA,-34.9728653,FALSE,FALSE,,,,,,,,,
Glossop,140.5434503,Chaffey, ;  Assisted Wheelchair Access,Glossop High School,,FALSE,Old Sturt Hwy GLOSSOP SA,,SA,-34.2786807,FALSE,FALSE,,,,,,,,,
Glengowrie,138.5301238,Morphett, ;  Assisted Wheelchair Access,Glengowrie Uniting Church,,FALSE,Cnr Butler Cres & Beadnall Tce GLENGOWRIE SA,,SA,-34.9834938,FALSE,FALSE,,,,,,,,,
Golden Grove,138.7315977,Little Para, ;  Assisted Wheelchair Access,Uniting Church,,FALSE,Cnr One Tree Hill & Crouch Rds GOLDEN GROVE SA,,SA,-34.7744796,FALSE,FALSE,,,,,,,,,
Glynde,138.6565634,Hartley, ;  Full Wheelchair Access,Zion Lutheran Church,,FALSE,15 Glynburn Rd GLYNDE SA,,SA,-34.8913692,FALSE,FALSE,,,,,,,,,
Warradale,138.5374477,Elder, ;  Full Wheelchair Access,Warradale Primary School,,FALSE,Keynes Ave WARRADALE SA,,SA,-35.0031672,TRUE,FALSE,,,,,,,,,
Walkerville North,138.6161112,Adelaide,off North East Rd;  Full Wheelchair Access,St Monica's Parish School,,FALSE,92 North East Rd WALKERVILLE SA,,SA,-34.887827,FALSE,FALSE,,,,,,,,,
Unley Park,138.6004,Unley, ;  Assisted Wheelchair Access,Unley Park Baptist Church,,FALSE,Northgate Street UNLEY PARK SA,,SA,-34.9605142,FALSE,FALSE,,,,,,,,,
Hackham,138.5332069,Reynell,Main Gymnasium;  Assisted Wheelchair Access,Hackham East Primary School,,FALSE,Collins Pde HACKHAM SA,,SA,-35.141617,FALSE,FALSE,,,,,,,,,
Clarendon,138.6239665,Fisher, ;  Assisted Wheelchair Access,Clarendon Community Association Hall,,FALSE,Grants Gully Rd CLARENDON SA,,SA,-35.1087625,FALSE,FALSE,,,,,,,,,
Hampstead Gardens,138.625781,Enfield, ;  Full Wheelchair Access,Church of Christ Hampstead Gardens,,FALSE,28 Gambia Ave HAMPSTEAD GARDENS SA,,SA,-34.873206,FALSE,FALSE,,,,,,,,,
Clearview,138.610323,Enfield, ;  Assisted Wheelchair Access,The Good Shepherd Community Centre,,FALSE,59 Fairview Tce CLEARVIEW SA,,SA,-34.852887,FALSE,FALSE,,,,,,,,,
Brahma Lodge,138.650189,Ramsay, ;  Assisted Wheelchair Access,Brahma Lodge Primary School,,FALSE,20 Mortess St BRAHMA LODGE SA,,SA,-34.775459,FALSE,FALSE,,,,,,,,,
Bridgewater,138.762636,Heysen, ;  Full Wheelchair Access,Bridgewater Primary School,,FALSE,46 Morella Gr BRIDGEWATER SA,,SA,-35.004275,FALSE,FALSE,,,,,,,,,
Booborowie,138.7636505,Stuart, ;  Assisted Wheelchair Access,Booborowie Town Hall,,FALSE,Cnr North Tce & Fourth St BOOBOROWIE SA,,SA,-33.5627303,FALSE,FALSE,,,,,,,,,
Booleroo Centre,138.351699,Stuart, ;  Assisted Wheelchair Access,Booleroo Centre District Hall,,FALSE,30 Stephens St BOOLEROO CENTRE SA,,SA,-32.881808,FALSE,FALSE,,,,,,,,,
Blanchetown,139.6088899,Stuart, ;  Assisted Wheelchair Access,Blanchetown Combined Sporting Bodies,,FALSE,Onslow St BLANCHETOWN SA,,SA,-34.3521668,FALSE,FALSE,,,,,,,,,
Blyth,138.489123,Frome,enter via carpark at rear of hall;  Full Wheelchair Access,Blyth Community Hall,,FALSE,10 Harley St BLYTH SA,,SA,-33.846603,FALSE,FALSE,,,,,,,,,
Blair Athol,138.599425,Enfield,via Audrey Ave;  Full Wheelchair Access,St Paul Lutheran Church Hall,,FALSE,44 Audrey Ave BLAIR ATHOL SA,,SA,-34.86093,FALSE,FALSE,,,,,,,,,
Blair Athol North,138.5979723,Enfield, ;  Full Wheelchair Access,Blair Athol North School B-7,,FALSE,5 Marmion Ave BLAIR ATHOL SA,,SA,-34.852473,FALSE,FALSE,,,,,,,,,
Klemzig,138.63769,Dunstan, ;  Assisted Wheelchair Access,Klemzig Primary School,,FALSE,2 Hay St KLEMZIG SA,,SA,-34.876944,FALSE,FALSE,,,,,,,,,
Adelaide Hospital,138.608667,Adelaide,Main Entrance North Tce;  Full Wheelchair Access,Royal Adelaide Hospital,,FALSE,North Tce ADELAIDE SA,,SA,-34.921025,FALSE,FALSE,,,,,,,,,
Kurralta Park,138.5634261,Ashford,via Cross Tce;  Assisted Wheelchair Access,Hayhurst Guide Hall,,FALSE,Cnr Daly St & Cross Tce KURRALTA PARK SA,,SA,-34.9512714,FALSE,FALSE,,,,,,,,,
Wallaroo,137.6271674,Goyder, ;  Full Wheelchair Access,Wallaroo Town Hall,,FALSE,Cnr Irwin St & John Tce WALLAROO SA,,SA,-33.9329111,FALSE,FALSE,,,,,,,,,
Walkley Heights,138.6382134,Playford, ;  No Wheelchair Access,Walkley Heights Child Care Centre,,FALSE,1-5 Homestead Ave WALKLEY HEIGHTS SA,,SA,-34.8371695,FALSE,FALSE,,,,,,,,,
Walkerville,138.612118,Adelaide,off Stephens Tce;  Full Wheelchair Access,Walkerville Primary School,,FALSE,159 Stephen Tce WALKERVILLE SA,,SA,-34.894732,FALSE,FALSE,,,,,,,,,
Walker Flat,139.5017635,Schubert,via Mallee Road next to CFS shed;  Assisted Wheelchair Access,Walker Flat Hall,,FALSE,142 Mallee ROAD WALKER FLAT SA,,SA,-34.7975877,FALSE,FALSE,,,,,,,,,
